system:index,area_km2,class,territory,year,.geo
26_4_0,2689.0313148981854,1,1505486.0,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_5_0,1197.965928763253,1,1505650.0,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_6_0,2036.1551617860214,1,1505908.0,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_7_0,436.1921723779936,1,1507805.0,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_8_0,1731.110015208581,1,1508159.0,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_9_0,1046.4906507102799,1,1508357.0,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_0,6532.050554603214,1,1500602.0,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_1_0,1171.6026293043424,1,1500859.0,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_2_0,1506.169142070308,1,1501725.0,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_3_0,913.0096956472737,1,1504455.0,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_4_0,2712.9225535052083,1,1505486.0,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_5_0,1268.6549511632747,1,1505650.0,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_6_0,2058.1982026617497,1,1505908.0,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_7_0,448.3989182433554,1,1507805.0,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_8_0,1769.4640539353504,1,1508159.0,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_9_0,1050.9604254410394,1,1508357.0,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_0,6687.690008348272,1,1500602.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_1_0,1180.3656411501383,1,1500859.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_2_0,1529.2663339299252,1,1501725.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_3_0,927.8613756899961,1,1504455.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_4_0,2781.1238748770043,1,1505486.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_5_0,1278.0161975938272,1,1505650.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_6_0,2081.3420208124267,1,1505908.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_7_0,461.48598752759517,1,1507805.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_8_0,1788.0861129665893,1,1508159.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_9_0,1054.3349392122557,1,1508357.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_0,7184.686506327203,1,1500602.0,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_1_0,1329.9383297631628,1,1500859.0,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_2_0,1555.9748730318593,1,1501725.0,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_3_0,968.9282128184196,1,1504455.0,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_4_0,3015.4027604512457,1,1505486.0,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_5_0,1381.1787515989495,1,1505650.0,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_6_0,2134.9483592395045,1,1505908.0,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_7_0,509.2663888474096,1,1507805.0,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_8_0,1864.4628855262567,1,1508159.0,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_9_0,1068.398003957381,1,1508357.0,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_0,7695.296735891552,1,1500602.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_1_0,1447.0287630098312,1,1500859.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_2_0,1605.018879819652,1,1501725.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_3_0,1027.1543212453614,1,1504455.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_4_0,3183.043742736753,1,1505486.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_5_0,1536.9648615719939,1,1505650.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_6_0,2207.7153690332702,1,1505908.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_7_0,582.4524059264479,1,1507805.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_8_0,2009.6106094444776,1,1508159.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_9_0,1090.6118283356238,1,1508357.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_0,7916.759743168993,1,1500602.0,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_1_0,1499.3896122992653,1,1500859.0,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_2_0,1625.2199658593968,1,1501725.0,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_3_0,1078.9602213308603,1,1504455.0,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_4_0,3287.1638075490814,1,1505486.0,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_5_0,1654.5833833960771,1,1505650.0,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_6_0,2274.5547620516127,1,1505908.0,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_7_0,633.8815481173082,1,1507805.0,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_8_0,2467.5593004908096,1,1508159.0,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_9_0,1104.0619030147138,1,1508357.0,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_0,8650.726209148848,1,1500602.0,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_1_0,1622.2633155164624,1,1500859.0,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_2_0,1650.7737430016734,1,1501725.0,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_3_0,1100.8547850875195,1,1504455.0,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_4_0,3644.089792059287,1,1505486.0,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_5_0,1726.6931432336726,1,1505650.0,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_6_0,2321.958203996305,1,1505908.0,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_7_0,751.0683602806988,1,1507805.0,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_8_0,2534.514071530364,1,1508159.0,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_9_0,1124.493605815308,1,1508357.0,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_0,8924.689513395215,1,1500602.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_1_0,1647.5722576008727,1,1500859.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_2_0,1672.4673193163287,1,1501725.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_3_0,1150.8458741433294,1,1504455.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_4_0,3789.5373954803185,1,1505486.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_5_0,1814.576442738766,1,1505650.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_6_0,2343.02672718158,1,1505908.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_7_0,772.7316555734901,1,1507805.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_8_0,2649.824281919436,1,1508159.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_9_0,1131.2031761155572,1,1508357.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_0,9635.843540039059,1,1500602.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_1_0,1690.5263578615998,1,1500859.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_2_0,1680.974842782906,1,1501725.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_3_0,1173.4287483130568,1,1504455.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_4_0,3931.6723640288965,1,1505486.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_5_0,1858.2182904435397,1,1505650.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_6_0,2363.6792280293403,1,1505908.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_7_0,814.889847125367,1,1507805.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_8_0,2696.269662847827,1,1508159.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_9_0,1135.58904248208,1,1508357.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_0,10770.57212043104,1,1500602.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_1_0,1761.6041865240418,1,1500859.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_2_0,1694.4040459184841,1,1501725.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_3_0,1228.4001999438362,1,1504455.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_4_0,4115.296848002021,1,1505486.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_5_0,2007.5105642462302,1,1505650.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_6_0,2391.9160422994387,1,1505908.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_7_0,872.8693780113591,1,1507805.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_8_0,2810.6997254988387,1,1508159.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_0,1141.5253481798654,1,1508357.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_0,11272.352189783183,1,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_0,1841.6695651255593,1,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_2_0,1696.403503666526,1,1501725.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_3_0,1247.7779524982784,1,1504455.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_4_0,4259.861102306729,1,1505486.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_5_0,2026.1697453078395,1,1505650.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_6_0,2414.7680771730047,1,1505908.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_0,974.7841483321599,1,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_8_0,2829.7836732930873,1,1508159.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_9_0,1141.8851248071237,1,1508357.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_0,12275.990582375589,1,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_0,1945.8241909419917,1,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_2_0,1714.7097108456296,1,1501725.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_0,1345.5915077803284,1,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_0,4604.277229747266,1,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_0,2160.4901740883793,1,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_0,2470.5090806480075,1,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_0,1048.2689764390489,1,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_8_0,2998.5820534429376,1,1508159.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_9_0,1145.2782833604078,1,1508357.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_0,12738.919631309564,1,1500602.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_1_0,2122.44824630166,1,1500859.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_2_0,1734.923993685596,1,1501725.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_3_0,1410.2459085856108,1,1504455.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_4_0,4844.215725595319,1,1505486.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_5_0,2319.5202208597116,1,1505650.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_6_0,2572.2140954603656,1,1505908.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_7_0,1189.978797472174,1,1507805.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_8_0,3292.910442496042,1,1508159.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_9_0,1151.9552957134265,1,1508357.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_0_0,15397.142361266497,1,1500602.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_1_0,2175.776651490746,1,1500859.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_2_0,1745.9329027813335,1,1501725.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_3_0,1486.7102091441168,1,1504455.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_4_0,5000.492120018031,1,1505486.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_5_0,2972.0864476927063,1,1505650.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_6_0,2735.642645324396,1,1505908.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_7_0,1233.0787409250318,1,1507805.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_8_0,4058.966147509849,1,1508159.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_9_0,1156.2312700106163,1,1508357.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
