system:index,CD_MUN,CD_MUN_INT,area_km2,month,precip_mm,year,.geo
0_0_000100000000000004a0,1505486,1505486,0,1,416.27862518566457,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_000100000000000002dd,1505650,1505650,0,1,342.67094836252295,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_0001000000000000007e,1508159,1508159,0,1,316.56297007555986,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_000100000000000002f2,1500859,1500859,0,1,391.9106618686763,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_000100000000000003a2,1504455,1504455,0,1,258.9564511943858,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_00010000000000000473,1500602,1500602,0.21360814447021476,1,407.1182328847067,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_000100000000000004dc,1508357,1508357,0,1,349.9944012731874,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_00010000000000000599,1507805,1507805,0,1,370.05958853755027,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_000100000000000005f1,1501725,1501725,0,1,313.8463246412165,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_000100000000000001aa,1505908,1505908,0,1,361.83959781484697,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_000100000000000004a0,1505486,1505486,0,2,493.06879126264306,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_000100000000000002dd,1505650,1505650,0,2,276.39905424738254,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_0001000000000000007e,1508159,1508159,0,2,406.482271016234,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_000100000000000002f2,1500859,1500859,0,2,385.169144340648,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_000100000000000003a2,1504455,1504455,0,2,403.8122852436818,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_00010000000000000473,1500602,1500602,0.05235194400491151,2,342.1001754639123,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_000100000000000004dc,1508357,1508357,0.025891045288085928,2,389.5857902573283,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_00010000000000000599,1507805,1507805,0,2,365.00369945918754,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_000100000000000005f1,1501725,1501725,0.06277590810690484,2,369.77538022390206,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_000100000000000001aa,1505908,1505908,0.24560856854248053,2,363.71561715019845,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_000100000000000004a0,1505486,1505486,0,3,374.64786239179074,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_000100000000000002dd,1505650,1505650,0,3,307.0232817084442,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_0001000000000000007e,1508159,1508159,0,3,394.05863388205256,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_000100000000000002f2,1500859,1500859,0,3,374.83917781772743,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_000100000000000003a2,1504455,1504455,0,3,414.70321954437975,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_00010000000000000473,1500602,1500602,0.002647180908203125,3,354.59354073423003,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_000100000000000004dc,1508357,1508357,0,3,402.50200613111235,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_00010000000000000599,1507805,1507805,0,3,426.77599715429415,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_000100000000000005f1,1501725,1501725,0,3,422.70167652628874,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_000100000000000001aa,1505908,1505908,0,3,376.7119304414428,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_000100000000000004a0,1505486,1505486,0,4,320.40414539597043,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_000100000000000002dd,1505650,1505650,0,4,225.912008785252,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_0001000000000000007e,1508159,1508159,0.044611519287109366,4,200.96099166258654,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_000100000000000002f2,1500859,1500859,0,4,297.6576844545973,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_000100000000000003a2,1504455,1504455,0,4,304.87800364506126,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_00010000000000000473,1500602,1500602,0.7104362292480473,4,293.37318941858643,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_000100000000000004dc,1508357,1508357,0,4,329.71154998098706,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_00010000000000000599,1507805,1507805,0,4,351.3015378491325,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_000100000000000005f1,1501725,1501725,0,4,357.41307659142194,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_000100000000000001aa,1505908,1505908,0,4,240.46118664489927,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_000100000000000004a0,1505486,1505486,0,5,264.7296060646625,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_000100000000000002dd,1505650,1505650,0,5,295.8524464666169,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_0001000000000000007e,1508159,1508159,0,5,275.8616718830981,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_000100000000000002f2,1500859,1500859,0,5,244.75258894486967,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_000100000000000003a2,1504455,1504455,0,5,267.84800493241596,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_00010000000000000473,1500602,1500602,0,5,170.69711414247388,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_000100000000000004dc,1508357,1508357,0,5,207.7843592277255,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_00010000000000000599,1507805,1507805,0,5,272.26046114110187,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_000100000000000005f1,1501725,1501725,0,5,223.08858063460974,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_000100000000000001aa,1505908,1505908,0,5,304.523182337633,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_000100000000000004a0,1505486,1505486,0,6,153.56391317221335,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_000100000000000002dd,1505650,1505650,0,6,76.96979128981828,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_0001000000000000007e,1508159,1508159,0.0062443720703125,6,95.86449398322817,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_000100000000000002f2,1500859,1500859,0,6,143.13610912265784,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_000100000000000003a2,1504455,1504455,0,6,144.73563868171456,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_00010000000000000473,1500602,1500602,1.4825936441040044,6,46.323133088707856,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_000100000000000004dc,1508357,1508357,0,6,104.02938835493687,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_00010000000000000599,1507805,1507805,0,6,158.50643606368027,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_000100000000000005f1,1501725,1501725,0,6,128.9501238511481,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_000100000000000001aa,1505908,1505908,0,6,219.7937666394145,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_000100000000000004a0,1505486,1505486,2.983739239196777,7,31.64943002405605,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_000100000000000002dd,1505650,1505650,0.14628501391601573,7,37.75675235791885,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_0001000000000000007e,1508159,1508159,0.08831784863281245,7,60.25157768822672,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_000100000000000002f2,1500859,1500859,1.3553927817942883,7,38.946915315781226,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_000100000000000003a2,1504455,1504455,0,7,78.52838851866352,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_00010000000000000473,1500602,1500602,4.384332364013671,7,27.895455854206652,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_000100000000000004dc,1508357,1508357,0,7,44.936032749121416,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_00010000000000000599,1507805,1507805,0.022080113408346733,7,49.82008347873496,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_000100000000000005f1,1501725,1501725,0,7,82.15916111065523,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_000100000000000001aa,1505908,1505908,0,7,115.0729958311567,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_000100000000000004a0,1505486,1505486,0.20582620629667386,8,52.48289773890247,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_000100000000000002dd,1505650,1505650,0,8,53.5563527565406,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_0001000000000000007e,1508159,1508159,0.3960738330688483,8,54.48336307923533,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_000100000000000002f2,1500859,1500859,0,8,52.75288008287654,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_000100000000000003a2,1504455,1504455,0,8,64.78543176934225,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_00010000000000000473,1500602,1500602,38.464342433181024,8,31.724532409740448,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_000100000000000004dc,1508357,1508357,0,8,45.0336774854608,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_00010000000000000599,1507805,1507805,0,8,69.09809119635732,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_000100000000000005f1,1501725,1501725,0,8,58.49626372426958,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_000100000000000001aa,1505908,1505908,0.19747445001220726,8,73.26764248418138,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_000100000000000004a0,1505486,1505486,0,9,24.11148762326393,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_000100000000000002dd,1505650,1505650,0,9,53.824855863767745,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_0001000000000000007e,1508159,1508159,0.9419331711425787,9,42.40387184389305,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_000100000000000002f2,1500859,1500859,0,9,33.73131193470276,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_000100000000000003a2,1504455,1504455,0.26502796020507824,9,28.903224053785856,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_00010000000000000473,1500602,1500602,0.7607335700140259,9,67.56236605944876,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_000100000000000004dc,1508357,1508357,0.28125169226074215,9,43.003045775089326,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_00010000000000000599,1507805,1507805,0,9,29.956876403882593,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_000100000000000005f1,1501725,1501725,0.5430404092112819,9,32.27708435701887,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_000100000000000001aa,1505908,1505908,0.2689115107421874,9,50.72529137113006,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_000100000000000004a0,1505486,1505486,63.708648190414344,10,83.61597233288353,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_000100000000000002dd,1505650,1505650,0,10,89.44625016011706,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_0001000000000000007e,1508159,1508159,0,10,88.09095684856607,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_000100000000000002f2,1500859,1500859,0.30612897027587865,10,89.1215855336172,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_000100000000000003a2,1504455,1504455,0,10,71.21897727882842,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_00010000000000000473,1500602,1500602,14.51177437832011,10,185.39651067425643,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_000100000000000004dc,1508357,1508357,7.649384613375314,10,87.7178409379899,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_00010000000000000599,1507805,1507805,0.18574079907226568,10,93.38555147995297,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_000100000000000005f1,1501725,1501725,0,10,85.58218488475326,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_000100000000000001aa,1505908,1505908,2.732827989746095,10,53.369740096951865,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10_000100000000000004a0,1505486,1505486,1.0396952200317358,11,132.09921919325694,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10_000100000000000002dd,1505650,1505650,0.03566899951171875,11,120.82817970661763,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10_0001000000000000007e,1508159,1508159,6.614431783447259,11,114.48029574342229,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10_000100000000000002f2,1500859,1500859,0,11,113.91130871772523,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10_000100000000000003a2,1504455,1504455,0.7370324290161123,11,116.76650283250748,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10_00010000000000000473,1500602,1500602,0.05077724603271486,11,190.07223706745344,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10_000100000000000004dc,1508357,1508357,0,11,118.8796749954109,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10_00010000000000000599,1507805,1507805,0,11,117.06287872372121,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10_000100000000000005f1,1501725,1501725,0.15524183831787122,11,128.75743292036768,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10_000100000000000001aa,1505908,1505908,0,11,162.41879486886046,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_000100000000000004a0,1505486,1505486,0,12,337.89785665317015,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_000100000000000002dd,1505650,1505650,0,12,523.8405542119406,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_0001000000000000007e,1508159,1508159,0,12,461.98192157115164,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_000100000000000002f2,1500859,1500859,0,12,346.04377533177325,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_000100000000000003a2,1504455,1504455,0,12,405.22439913505826,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_00010000000000000473,1500602,1500602,0,12,409.5819826494766,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_000100000000000004dc,1508357,1508357,0,12,346.0460480542845,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_00010000000000000599,1507805,1507805,0,12,340.5242271520873,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_000100000000000005f1,1501725,1501725,0,12,416.05568478024503,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_000100000000000001aa,1505908,1505908,0,12,292.3555159852541,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_000100000000000004a0,1505486,1505486,0,1,289.757621244814,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_000100000000000002dd,1505650,1505650,0,1,239.48706429290158,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_0001000000000000007e,1508159,1508159,0,1,196.84022151370937,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_000100000000000002f2,1500859,1500859,0,1,240.47365546708176,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_000100000000000003a2,1504455,1504455,0,1,152.5879014335816,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_00010000000000000473,1500602,1500602,0.015053493286132811,1,272.4221652719325,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_000100000000000004dc,1508357,1508357,0,1,240.2853214959056,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_00010000000000000599,1507805,1507805,0,1,249.32074836137866,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_000100000000000005f1,1501725,1501725,0,1,203.94883508056475,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_000100000000000001aa,1505908,1505908,0,1,204.59339556329132,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_000100000000000004a0,1505486,1505486,0.021415296386718758,2,446.9088073630601,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_000100000000000002dd,1505650,1505650,0,2,284.88690311656836,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_0001000000000000007e,1508159,1508159,0,2,305.6568440984812,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_000100000000000002f2,1500859,1500859,0,2,374.9997976206533,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_000100000000000003a2,1504455,1504455,0,2,295.16966046143665,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_00010000000000000473,1500602,1500602,0,2,306.3339275838466,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_000100000000000004dc,1508357,1508357,0,2,336.0053610949638,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_00010000000000000599,1507805,1507805,0.04542805010986332,2,378.31499666660636,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_000100000000000005f1,1501725,1501725,0,2,332.2591668539247,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_000100000000000001aa,1505908,1505908,0,2,301.12431026823725,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_000100000000000004a0,1505486,1505486,0,3,491.5339411980812,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_000100000000000002dd,1505650,1505650,0,3,346.58656781876226,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0001000000000000007e,1508159,1508159,0,3,413.4469071856453,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_000100000000000002f2,1500859,1500859,0,3,415.4658111764038,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_000100000000000003a2,1504455,1504455,0,3,371.6830994635641,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00010000000000000473,1500602,1500602,0.10416733245849608,3,340.6086266843892,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_000100000000000004dc,1508357,1508357,0,3,379.96070988332514,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00010000000000000599,1507805,1507805,0,3,423.0848847319762,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_000100000000000005f1,1501725,1501725,0,3,360.0209854147812,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_000100000000000001aa,1505908,1505908,0,3,282.71138578242534,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_000100000000000004a0,1505486,1505486,0,4,492.2277230212275,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_000100000000000002dd,1505650,1505650,0,4,220.75145858554416,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_0001000000000000007e,1508159,1508159,0,4,226.65421219492006,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_000100000000000002f2,1500859,1500859,0,4,398.0840969398645,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_000100000000000003a2,1504455,1504455,0,4,269.0023475334863,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_00010000000000000473,1500602,1500602,0.04250955633544923,4,240.0166090961406,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_000100000000000004dc,1508357,1508357,0,4,324.48391419470966,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_00010000000000000599,1507805,1507805,0,4,326.4348397613107,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_000100000000000005f1,1501725,1501725,0,4,285.38565244323956,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_000100000000000001aa,1505908,1505908,0,4,337.2840145374358,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_000100000000000004a0,1505486,1505486,0,5,145.71309240690096,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_000100000000000002dd,1505650,1505650,0.050834035217285155,5,192.5399921094097,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_0001000000000000007e,1508159,1508159,0.001784255859375,5,182.296962294167,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_000100000000000002f2,1500859,1500859,0,5,158.34012405938657,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_000100000000000003a2,1504455,1504455,0,5,182.75993405274377,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_00010000000000000473,1500602,1500602,0.40263153704833976,5,112.73082210725633,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_000100000000000004dc,1508357,1508357,0,5,163.22175341077045,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_00010000000000000599,1507805,1507805,0,5,165.80187340756822,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_000100000000000005f1,1501725,1501725,0,5,159.77863857259038,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_000100000000000001aa,1505908,1505908,0,5,239.80415656689405,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_000100000000000004a0,1505486,1505486,0.005351761901855468,6,146.6929816455828,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_000100000000000002dd,1505650,1505650,0.20517092370605483,6,127.36692047158874,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_0001000000000000007e,1508159,1508159,0.04640068914794921,6,98.96335720453551,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_000100000000000002f2,1500859,1500859,0.021399069213867188,6,160.74201347664885,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_000100000000000003a2,1504455,1504455,0.04017452801513673,6,120.49553222359036,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_00010000000000000473,1500602,1500602,1.0010900798339848,6,46.353703937839775,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_000100000000000004dc,1508357,1508357,0.022319857666015623,6,150.62388555346408,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_00010000000000000599,1507805,1507805,0.008919457946777343,6,159.4972805109178,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_000100000000000005f1,1501725,1501725,0,6,135.58510662226095,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_000100000000000001aa,1505908,1505908,8.931380004882812E-4,6,223.53069845630864,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_000100000000000004a0,1505486,1505486,0.171283953918457,7,48.5131774828522,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_000100000000000002dd,1505650,1505650,0.14453149108886734,7,79.97579492832767,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_0001000000000000007e,1508159,1508159,0.12489078021240231,7,73.63985710944203,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_000100000000000002f2,1500859,1500859,0.058824280639648445,7,50.863387489686446,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_000100000000000003a2,1504455,1504455,0,7,71.63130003859972,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_00010000000000000473,1500602,1500602,0.9075769231789979,7,47.292672953440004,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_000100000000000004dc,1508357,1508357,0.40621200488281267,7,59.85814064090138,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_00010000000000000599,1507805,1507805,0.29195230285644513,7,66.32117879070283,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_000100000000000005f1,1501725,1501725,0,7,49.88927066684732,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_000100000000000001aa,1505908,1505908,0.015182901245117186,7,115.69879405837297,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_000100000000000004a0,1505486,1505486,0.0017849019775390625,8,17.53003174487601,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_000100000000000002dd,1505650,1505650,0.4941769255371099,8,14.789943015379635,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_0001000000000000007e,1508159,1508159,1.408771995217717,8,19.78620802240016,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_000100000000000002f2,1500859,1500859,0.07747585522460945,8,19.88921968318545,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_000100000000000003a2,1504455,1504455,2.8893362714757553,8,21.20346907029394,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_00010000000000000473,1500602,1500602,7.892723968879956,8,28.593324864897756,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_000100000000000004dc,1508357,1508357,1.3918795584716803,8,16.407282243529398,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_00010000000000000599,1507805,1507805,0,8,23.317337128783493,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_000100000000000005f1,1501725,1501725,1.0720408877563468,8,17.971365493451444,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_000100000000000001aa,1505908,1505908,3.3635936451416075,8,20.326938106287436,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_000100000000000004a0,1505486,1505486,0.0660166114501953,9,30.708737519387277,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_000100000000000002dd,1505650,1505650,0.25779479608154277,9,42.02602866608401,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_0001000000000000007e,1508159,1508159,1.3240112457275424,9,38.79690013819356,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_000100000000000002f2,1500859,1500859,0.0017810734863281251,9,36.62954965969525,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_000100000000000003a2,1504455,1504455,0.06959715722656243,9,29.366635742123734,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_00010000000000000473,1500602,1500602,33.795707443677315,9,89.55434586545421,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_000100000000000004dc,1508357,1508357,0,9,26.572501073589173,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_00010000000000000599,1507805,1507805,0,9,32.88181527803854,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_000100000000000005f1,1501725,1501725,0.015166626892089842,9,32.742389861837786,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_000100000000000001aa,1505908,1505908,0.2993060320434571,9,57.1416632681797,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9_000100000000000004a0,1505486,1505486,0.912722969421387,10,154.94103897000008,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9_000100000000000002dd,1505650,1505650,12.399671124956187,10,136.8682287035301,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9_0001000000000000007e,1508159,1508159,3.3815631281824445,10,148.7949685137645,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
