system:index,CD_MUN,CD_MUN_INT,area_km2,month,precip_mm,year,.geo
10_11_000100000000000004dc,1508357,1508357,0,12,169.78059639016172,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_11_00010000000000000599,1507805,1507805,0,12,187.84819477870235,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_11_000100000000000005f1,1501725,1501725,0,12,164.87092124752743,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_11_000100000000000001aa,1505908,1505908,9.646689388587657,12,111.05761015018076,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_000100000000000004a0,1505486,1505486,0,1,359.6264364577097,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_000100000000000002dd,1505650,1505650,0,1,323.2690007606268,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_0001000000000000007e,1508159,1508159,0,1,302.0443599195079,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_000100000000000002f2,1500859,1500859,0,1,367.99570712701563,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_000100000000000003a2,1504455,1504455,0,1,277.68346161721155,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_00010000000000000473,1500602,1500602,0,1,328.48417195626087,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_000100000000000004dc,1508357,1508357,0,1,372.50890771409644,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_00010000000000000599,1507805,1507805,0,1,377.9912560583585,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_000100000000000005f1,1501725,1501725,0,1,335.4465152911638,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_000100000000000001aa,1505908,1505908,0,1,295.10391766824705,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_1_000100000000000004a0,1505486,1505486,0.4292524710693355,2,415.8115933845407,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_1_000100000000000002dd,1505650,1505650,0,2,225.32346385948625,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_1_0001000000000000007e,1508159,1508159,24.010174327746903,2,273.54866100877,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_1_000100000000000002f2,1500859,1500859,1.8275548097574879,2,308.83470962938,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_1_000100000000000003a2,1504455,1504455,4.002223988525385,2,290.8721730686901,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_1_00010000000000000473,1500602,1500602,25.419850435314714,2,292.9231128607908,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_1_000100000000000004dc,1508357,1508357,2.2440180397338834,2,285.31240065976743,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_1_00010000000000000599,1507805,1507805,0.6901598267130524,2,256.3264972509193,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_1_000100000000000005f1,1501725,1501725,0.7522425847167966,2,295.2748068427945,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_1_000100000000000001aa,1505908,1505908,0.010720745849609376,2,319.4310236912098,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_2_000100000000000004a0,1505486,1505486,0,3,422.76133650358895,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_2_000100000000000002dd,1505650,1505650,2.9854490609947115,3,333.8625373723383,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_2_0001000000000000007e,1508159,1508159,4.525066593168126,3,363.4218510525821,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_2_000100000000000002f2,1500859,1500859,0,3,392.67828486590935,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_2_000100000000000003a2,1504455,1504455,0,3,428.59266473825085,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_2_00010000000000000473,1500602,1500602,1.4698554004516662,3,360.45737500137767,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_2_000100000000000004dc,1508357,1508357,0,3,479.83745551280725,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_2_00010000000000000599,1507805,1507805,0,3,437.46739267789064,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_2_000100000000000005f1,1501725,1501725,8.921819458007813E-4,3,497.337791339696,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_2_000100000000000001aa,1505908,1505908,0.016080430664062496,3,375.0656681246399,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_3_000100000000000004a0,1505486,1505486,0.00649553446332146,4,370.99416055369625,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_3_000100000000000002dd,1505650,1505650,3.595143392231774,4,364.90672329332807,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_3_0001000000000000007e,1508159,1508159,0.23193585162353508,4,432.58980297960477,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_3_000100000000000002f2,1500859,1500859,0,4,345.18866475947107,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_3_000100000000000003a2,1504455,1504455,0,4,464.9737479416859,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_3_00010000000000000473,1500602,1500602,2.211888368949859,4,299.6990424939535,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_3_000100000000000004dc,1508357,1508357,0,4,426.76683337060905,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_3_00010000000000000599,1507805,1507805,0,4,371.61732423519067,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_3_000100000000000005f1,1501725,1501725,0,4,450.1231924644688,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_3_000100000000000001aa,1505908,1505908,0,4,355.3666024458799,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_4_000100000000000004a0,1505486,1505486,0.5014529846801757,5,257.08826199146245,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_4_000100000000000002dd,1505650,1505650,6.048160107484107,5,246.8787275504087,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_4_0001000000000000007e,1508159,1508159,2.3822345536759912,5,280.51891141824444,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_4_000100000000000002f2,1500859,1500859,0.8156355533447269,5,208.2120815972357,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_4_000100000000000003a2,1504455,1504455,0.7309317542439788,5,227.1267139499788,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_4_00010000000000000473,1500602,1500602,1.1476767421264649,5,150.39737580738634,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_4_000100000000000004dc,1508357,1508357,0.17585304754638675,5,184.1712710901518,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_4_00010000000000000599,1507805,1507805,0.355351641113281,5,225.55116996924164,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_4_000100000000000005f1,1501725,1501725,2.524024719449871,5,200.33571148363833,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_4_000100000000000001aa,1505908,1505908,0.7476605075683606,5,283.1655888764568,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_5_000100000000000004a0,1505486,1505486,1.531090773342476,6,38.707332123672174,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_5_000100000000000002dd,1505650,1505650,3.0218624125923905,6,60.35354967073956,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_5_0001000000000000007e,1508159,1508159,3.1493503720463774,6,78.56980492084101,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_5_000100000000000002f2,1500859,1500859,0.4281152940063477,6,49.661365342593605,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_5_000100000000000003a2,1504455,1504455,11.66382203116552,6,112.03026847222397,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_5_00010000000000000473,1500602,1500602,18.331716307134172,6,16.561785359753177,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_5_000100000000000004dc,1508357,1508357,5.815454804847874,6,67.27444648159334,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_5_00010000000000000599,1507805,1507805,1.985858716308573,6,60.27217882761483,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_5_000100000000000005f1,1501725,1501725,11.495600339440438,6,78.60799525567008,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_5_000100000000000001aa,1505908,1505908,0.28937219818115223,6,171.06565916466235,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_6_000100000000000004a0,1505486,1505486,13.660055962760877,7,56.48550108588572,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_6_000100000000000002dd,1505650,1505650,4.2769907974781685,7,56.33796844541349,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_6_0001000000000000007e,1508159,1508159,4.09213437707519,7,65.25606987260933,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_6_000100000000000002f2,1500859,1500859,1.85887750201416,7,83.83781634779682,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_6_000100000000000003a2,1504455,1504455,0.020533789611816407,7,89.13825458823273,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_6_00010000000000000473,1500602,1500602,18.19595776617143,7,27.718070146400276,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_6_000100000000000004dc,1508357,1508357,1.5345408975830068,7,100.7377426805089,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_6_00010000000000000599,1507805,1507805,0.9657819439697275,7,107.65281371936643,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_6_000100000000000005f1,1501725,1501725,0,7,90.70248008085933,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_6_000100000000000001aa,1505908,1505908,0.02236698590207568,7,122.13529535427885,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_7_000100000000000004a0,1505486,1505486,17.784730874305673,8,42.72859088642572,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_7_000100000000000002dd,1505650,1505650,4.147056327225032,8,41.43571580593196,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_7_0001000000000000007e,1508159,1508159,4.044770217970424,8,56.19178004823786,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_7_000100000000000002f2,1500859,1500859,2.5069131873999515,8,56.58879796476581,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_7_000100000000000003a2,1504455,1504455,0,8,84.85226404715674,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_7_00010000000000000473,1500602,1500602,20.460092345628713,8,40.90955100921458,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_7_000100000000000004dc,1508357,1508357,1.7914883995971764,8,70.89649702166754,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_7_00010000000000000599,1507805,1507805,2.499899979492187,8,64.28469523989513,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_7_000100000000000005f1,1501725,1501725,8.921824340820312E-4,8,88.5102648947485,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_7_000100000000000001aa,1505908,1505908,0.13134872698974603,8,70.04939883790306,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_8_000100000000000004a0,1505486,1505486,16.013303171193083,9,30.107455785485627,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_8_000100000000000002dd,1505650,1505650,9.594698789512488,9,42.48487274679854,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_8_0001000000000000007e,1508159,1508159,3.1281527025146483,9,32.01944618259217,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_8_000100000000000002f2,1500859,1500859,0.9961543811365461,9,26.892907700318474,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_8_000100000000000003a2,1504455,1504455,0.002678412780761719,9,21.849614398851788,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_8_00010000000000000473,1500602,1500602,2.962623764282203,9,57.278715809000204,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_8_000100000000000004dc,1508357,1508357,2.0762461430664065,9,12.061675416502757,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_8_00010000000000000599,1507805,1507805,0.3115399224346087,9,16.495699780662207,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_8_000100000000000005f1,1501725,1501725,0.3363645167846673,9,12.373709830982289,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_8_000100000000000001aa,1505908,1505908,0.09827480572509763,9,20.881082548740803,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_9_000100000000000004a0,1505486,1505486,168.05641407978874,10,50.63197366235376,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_9_000100000000000002dd,1505650,1505650,9.769544363529205,10,64.11247272031183,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_9_0001000000000000007e,1508159,1508159,26.795790206848178,10,45.49132550964097,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_9_000100000000000002f2,1500859,1500859,56.04482735575086,10,42.04141368607386,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_9_000100000000000003a2,1504455,1504455,9.927235424987318,10,42.139800557966225,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_9_00010000000000000473,1500602,1500602,52.311887585603735,10,146.91134208162097,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_9_000100000000000004dc,1508357,1508357,26.122153548199513,10,29.297995359180998,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_9_00010000000000000599,1507805,1507805,9.90543179520934,10,37.91135505547908,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_9_000100000000000005f1,1501725,1501725,22.815771707493766,10,43.522559505461636,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_9_000100000000000001aa,1505908,1505908,4.190043635867847,10,26.52280799759853,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_10_000100000000000004a0,1505486,1505486,8.646777588471991,11,137.44766980133312,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_10_000100000000000002dd,1505650,1505650,176.60723969448003,11,115.2823694333983,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_10_0001000000000000007e,1508159,1508159,98.88441356369343,11,102.68294246621981,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_10_000100000000000002f2,1500859,1500859,8.905230712890625E-4,11,142.70432727943074,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_10_000100000000000003a2,1504455,1504455,0.31604006140136703,11,91.33474655903085,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_10_00010000000000000473,1500602,1500602,0.21466747991943363,11,227.38529670390528,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_10_000100000000000004dc,1508357,1508357,0,11,144.56373524815706,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_10_00010000000000000599,1507805,1507805,0,11,156.28726190652787,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_10_000100000000000005f1,1501725,1501725,0,11,127.26011251455489,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_10_000100000000000001aa,1505908,1505908,3.2023737868041864,11,64.35203486491217,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_11_000100000000000004a0,1505486,1505486,0,12,198.27903655514723,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_11_000100000000000002dd,1505650,1505650,0.8740671623822375,12,111.30998194164862,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_11_0001000000000000007e,1508159,1508159,0.05711365295410161,12,116.15597987735097,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_11_000100000000000002f2,1500859,1500859,0,12,195.58607259796122,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_11_000100000000000003a2,1504455,1504455,0,12,99.49865902294631,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_11_00010000000000000473,1500602,1500602,7.8380456212581855,12,203.0063331551535,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_11_000100000000000004dc,1508357,1508357,0,12,176.1501496320475,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_11_00010000000000000599,1507805,1507805,0,12,194.39126571694882,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_11_000100000000000005f1,1501725,1501725,0,12,144.24073750248388,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_11_000100000000000001aa,1505908,1505908,6.1153686646118075,12,190.0144909151987,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0_000100000000000004a0,1505486,1505486,2.464804693786624,1,411.9284870323792,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0_000100000000000002dd,1505650,1505650,0,1,222.27567322838703,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0_0001000000000000007e,1508159,1508159,0,1,244.10807615679556,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0_000100000000000002f2,1500859,1500859,14.786684526245196,1,420.49680082931786,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0_000100000000000003a2,1504455,1504455,0,1,274.9077200094847,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0_00010000000000000473,1500602,1500602,0.628571418273926,1,364.23632519145855,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0_000100000000000004dc,1508357,1508357,3.6859200341796847,1,403.58283476361066,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0_00010000000000000599,1507805,1507805,1.1856645930147063,1,446.75852174641034,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0_000100000000000005f1,1501725,1501725,0,1,344.74402808073114,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0_000100000000000001aa,1505908,1505908,7.8880787476195815,1,273.6445061086102,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_1_000100000000000004a0,1505486,1505486,0,2,293.46824378872265,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_1_000100000000000002dd,1505650,1505650,0.7066503845214847,2,167.5992805781918,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_1_0001000000000000007e,1508159,1508159,2.486025694335939,2,167.50917562281197,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_1_000100000000000002f2,1500859,1500859,0,2,288.35103352349404,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_1_000100000000000003a2,1504455,1504455,0.24283812158203122,2,219.60950864806878,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_1_00010000000000000473,1500602,1500602,0,2,231.90153141860876,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_1_000100000000000004dc,1508357,1508357,0,2,298.24624753418584,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_1_00010000000000000599,1507805,1507805,0,2,256.7567157540111,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_1_000100000000000005f1,1501725,1501725,0,2,265.7489154837481,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_1_000100000000000001aa,1505908,1505908,0,2,259.40456039131806,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_2_000100000000000004a0,1505486,1505486,0,3,441.957391146546,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_2_000100000000000002dd,1505650,1505650,0,3,311.6877639020066,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_2_0001000000000000007e,1508159,1508159,0,3,275.7809307274498,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_2_000100000000000002f2,1500859,1500859,0,3,461.47328119601667,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_2_000100000000000003a2,1504455,1504455,0,3,297.5808792606404,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_2_00010000000000000473,1500602,1500602,0,3,403.20420973656667,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_2_000100000000000004dc,1508357,1508357,0,3,375.08125621792277,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_2_00010000000000000599,1507805,1507805,0,3,455.0016438799804,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_2_000100000000000005f1,1501725,1501725,0,3,328.84059357642377,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_2_000100000000000001aa,1505908,1505908,0,3,249.31585740486076,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_3_000100000000000004a0,1505486,1505486,0,4,324.9305070697443,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_3_000100000000000002dd,1505650,1505650,0,4,243.22008766473013,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_3_0001000000000000007e,1508159,1508159,0,4,250.68754002225373,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_3_000100000000000002f2,1500859,1500859,0,4,334.23909894260555,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_3_000100000000000003a2,1504455,1504455,0,4,350.7790852738112,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_3_00010000000000000473,1500602,1500602,0,4,255.4253753699859,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_3_000100000000000004dc,1508357,1508357,0,4,434.95641396141605,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_3_00010000000000000599,1507805,1507805,0,4,338.41176845027275,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_3_000100000000000005f1,1501725,1501725,0,4,381.63456187544995,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_3_000100000000000001aa,1505908,1505908,0,4,301.00964249890023,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_4_000100000000000004a0,1505486,1505486,0.47111252972675394,5,163.6302581728217,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_4_000100000000000002dd,1505650,1505650,2.5085845729707623,5,158.42701835091128,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_4_0001000000000000007e,1508159,1508159,0.7073960334472659,5,171.86397553892132,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_4_000100000000000002f2,1500859,1500859,0.03391338439941406,5,151.7511492510065,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_4_000100000000000003a2,1504455,1504455,0,5,257.8905275330556,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_4_00010000000000000473,1500602,1500602,2.2140542339106553,5,77.50575099784237,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_4_000100000000000004dc,1508357,1508357,0,5,177.99391466623106,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_4_00010000000000000599,1507805,1507805,0.0017829501342773437,5,181.96608054557086,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_4_000100000000000005f1,1501725,1501725,0,5,224.89715908662922,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_4_000100000000000001aa,1505908,1505908,0,5,262.6966704223488,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_5_000100000000000004a0,1505486,1505486,1.838578490844726,6,26.75883071193336,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_5_000100000000000002dd,1505650,1505650,5.010021377071603,6,34.21157207221387,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_5_0001000000000000007e,1508159,1508159,4.933558520507811,6,39.13829955596091,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_5_000100000000000002f2,1500859,1500859,1.706753250976563,6,26.237382186996793,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_5_000100000000000003a2,1504455,1504455,5.9589154959106505,6,42.193590173522374,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_5_00010000000000000473,1500602,1500602,38.518513397958934,6,13.790378545614653,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_5_000100000000000004dc,1508357,1508357,1.8787798888255396,6,20.104056266780493,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_5_00010000000000000599,1507805,1507805,1.2317801519452274,6,28.08054910171315,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_5_000100000000000005f1,1501725,1501725,0.4310056607666011,6,34.34079213885555,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_5_000100000000000001aa,1505908,1505908,0.5271535816040035,6,64.29568552081585,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_6_000100000000000004a0,1505486,1505486,1.8235492442459407,7,19.919912195133122,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_6_000100000000000002dd,1505650,1505650,24.50152294634664,7,22.313197608940584,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_6_0001000000000000007e,1508159,1508159,16.936975510078664,7,24.20611641086916,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_6_000100000000000002f2,1500859,1500859,2.467277083435052,7,17.75383681990054,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_6_000100000000000003a2,1504455,1504455,0.0723147691040039,7,30.174610178145887,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_6_00010000000000000473,1500602,1500602,16.201527486255426,7,10.025345735469392,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_6_000100000000000004dc,1508357,1508357,0.09907423065185549,7,20.672275481104993,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_6_00010000000000000599,1507805,1507805,0.07574175054931635,7,22.20255833885503,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_6_000100000000000005f1,1501725,1501725,0,7,28.729521714568158,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_6_000100000000000001aa,1505908,1505908,0.011611063354492187,7,66.64912611463302,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_7_000100000000000004a0,1505486,1505486,0.941947121556183,8,44.16620436110032,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_7_000100000000000002dd,1505650,1505650,2.5684587261596685,8,57.969237131040835,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_7_0001000000000000007e,1508159,1508159,6.428307419490552,8,51.4440683626024,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_7_000100000000000002f2,1500859,1500859,0.0694801030883789,8,43.37639891124389,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_7_000100000000000003a2,1504455,1504455,0.32380603955485054,8,50.10850265541365,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_7_00010000000000000473,1500602,1500602,18.09401350137384,8,24.114779031311656,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_7_000100000000000004dc,1508357,1508357,0,8,41.866876578399406,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_7_00010000000000000599,1507805,1507805,0,8,43.78740502629227,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_7_000100000000000005f1,1501725,1501725,0.02765736492919922,8,44.93493133680936,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_7_000100000000000001aa,1505908,1505908,0.5531141800537109,8,46.34557657450018,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_8_000100000000000004a0,1505486,1505486,24.74467539255899,9,11.968949586472036,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_8_000100000000000002dd,1505650,1505650,11.9933690649182,9,15.774742298504108,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_8_0001000000000000007e,1508159,1508159,9.11009277824418,9,12.15075097707464,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_8_000100000000000002f2,1500859,1500859,4.707110913710656,9,16.417646944122122,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
